'merica	mˈɛɹəkə
grumblingly	ɡɹˈʌmbᵊlɪŋli
grumbly	ɡɹˈʌmbli
grump	ɡɹˈʌmp
grumpier	ɡɹˈʌmpiəɹ
grumpiest	ɡɹˈʌmpiᵻst
grumpily	ɡɹˈʌmpəli
grumpiness	ɡɹˈʌmpinəs
grumpish	ɡɹˈʌmpɪʃ
grumpy	ɡɹˈʌmpi
grunge	ɡɹˈʌnʤ
grunginess	ɡɹˈʌnʤinəs
grungy	ɡɹˈʌnʤi
grunion	ɡɹˈʌnjən
grunt	ɡɹˈʌnt
grunter	ɡɹˈʌntəɹ
gruntled	ɡɹˈʌntᵊld
gryphon	ɡɹˈɪfən
grysbok	ɡɹˈAsbˌɑk
gsm	ʤˌiˌɛsˈɛm
guac	ɡwˈɑk
guacamole	ɡwˌɑkəmˈOli
guacharo	ɡwˈɑʧəɹˌO
guaiac	ɡwˈIæk
guaiacol	ɡwˌIəkˈɔl
guaiacum	ɡwˈIəkəm
guaifenesin	ɡwˌIfˈɛnəsɪn
guajillo	ɡwˌɑhˈijO
guan	ɡwˈɑn
guanaco	ɡwənˈɑkO
guanciale	ɡwɑnʧˈɑlA
guanidine	ɡwˈɑnədˌin
guanine	ɡwˈɑnˌin
guano	ɡwˈɑnO
guanosine	ɡwˈɑnəsˌin
guanxi	ɡwˈɑnʃi
guar	ɡwˈɑɹ
guarana	ɡwəɹˈɑnə
guarantee	ɡˌɛɹəntˈi
guaranteed	ɡˌɛɹəntˈid
guaranteeing	ɡˌɛɹəntˈiɪŋ
guarantees	ɡˌɛɹəntˈiz
guarantor	ɡˌɛɹəntˈɔɹ
guaranty	ɡˈɛɹənti
guard	ɡˈɑɹd
guardant	ɡˈɑɹdᵊnt
guarded	ɡˈɑɹdᵻd
guardedly	ɡˈɑɹdᵻdli
guardedness	ɡˈɑɹdᵻdnəs
guardhouse	ɡˈɑɹdhˌWs
guardian	ɡˈɑɹdiən
guardianship	ɡˈɑɹdiənʃɪp
guardroom	ɡˈɑɹdɹˌum
guardsman	ɡˈɑɹdzmən
guava	ɡwˈɑvə
guayabera	ɡˌIəbˈɛɹə
guayule	ɡwɑjˈuli
guber	ɡˈubəɹ
gubernatorial	ɡˌubəɹnətˈɔɹiəl
guck	ɡˈʌk
gudgeon	ɡˈʌʤᵊn
guenon	ɡənˈɑn
guerdon	ɡˈɜɹdᵊn
guerrilla	ɡəɹˈɪlə
guess	ɡˈɛs
guessable	ɡˈɛsəbᵊl
guesser	ɡˈɛsəɹ
guesstimate	ɡˈɛstəmət
guesstimate's	ɡˈɛstəməts
guesstimated	ɡˈɛstəmˌAɾᵻd
guesstimates	ɡˈɛstəməts
guesstimating	ɡˈɛstəmˌAɾɪŋ
guesswork	ɡˈɛswˌɜɹk
guest	ɡˈɛst
guestbook	ɡˈɛstbʊk
guff	ɡˈʌf
guffaw	ɡəfˈɔ
guggul	ɡˈʊɡəl
guidable	ɡˈIdəbᵊl
guidance	ɡˈIdəns
guide	ɡˈId
guidebook	ɡˈIdbˌʊk
guided	ɡˈIdᵻd
guideline	ɡˈIdlˌIn
guidepost	ɡˈIdpˌOst
guideway	ɡˈIdwˌA
guido	ɡwˈidO
guidon	ɡˈIdᵊn
guild	ɡˈɪld
guilder	ɡˈɪldəɹ
guilders	ɡˈɪldəɹz
guildhall	ɡˈɪldhˌɔl
guildsman	ɡˈɪldzmən
guile	ɡˈIl
guileful	ɡˈIlfᵊl
guilefully	ɡˈIlfəli
guileless	ɡˈIlləs
guilelessly	ɡˈIlləsli
guilelessness	ɡˈIlləsnəs
guillemot	ɡˈɪləmˌɑt
guilloche	ɡəlˈOʃ
guillotine	ɡˈɪlətˌin
guilt	ɡˈɪlt
guiltier	ɡˈɪltiəɹ
guiltiest	ɡˈɪltiᵻst
guiltily	ɡˈɪltəli
guiltiness	ɡˈɪltinəs
guiltless	ɡˈɪltləs
guiltlessly	ɡˈɪltləsli
guiltlessness	ɡˈɪltləsnəs
guilty	ɡˈɪlti
guimpe	ɡˈɪmp
guipure	ɡɪpjˈʊɹ
guiro	ɡwˈɪɹˌO
guise	ɡˈIz
guitar	ɡətˈɑɹ
guitarfish	ɡɪtˈɑɹfˌɪʃ
guitarist	ɡətˈɑɹɪst
gulal	ɡʊlˈɑl
gular	ɡˈuləɹ
gulch	ɡˈʌlʧ
gulden	ɡˈuldən
guldens	ɡˈuldənz
gules	ɡjˈulz
gulf	ɡˈʌlf
gulfweed	ɡˈʌlfwˌid
gull	ɡˈʌl
gullery	ɡˈʌləɹi
gullet	ɡˈʌlət
gullibility	ɡˌʌləbˈɪləɾi
gullible	ɡˈʌləbᵊl
gullibly	ɡˈʌləbli
gully	ɡˈʌli
gulp	ɡˈʌlp
gulper	ɡˈʌlpəɹ
gulpy	ɡˈʌlpi
gum	ɡˈʌm
gumball	ɡˈʌmbɔl
gumbo	ɡˈʌmbO
gumboil	ɡˈʌmbˌYl
gumboot	ɡˈʌmbˌut
gumdrop	ɡˈʌmdɹˌɑp
gumma	ɡˈʌmə
gummas	ɡˈʌməz
gummata	ɡˈʌməɾə
gummatous	ɡˈʌmətˌOs
gummed	ɡˈʌmd
gummily	ɡˈʌməli
gumminess	ɡˈʌminəs
gumming	ɡˈʌmɪŋ
gummosis	ɡəmˈOsɪs
gummy	ɡˈʌmi
gumption	ɡˈʌmpʃən
gumshoe	ɡˈʌmʃˌu
gun	ɡˈʌn
gun-shy	ɡˈʌnʃˌI
guna	ɡˈʊnə
gunboat	ɡˈʌnbˌOt
guncotton	ɡˈʌnkˌɑʔn
gundi	ɡˈʌndi
gunfight	ɡˈʌnfˌIt
gunfighter	ɡˈʌnfˌIɾəɹ
gunfire	ɡˈʌnfˌIəɹ
gunflint	ɡˈʌnflɪnt
gung-ho	ɡˌʌŋhˈO
gunge	ɡˈʌnʤ
gungy	ɡˈʌnʤi
gunite	ɡˈʌnIt
gunk	ɡˈʌŋk
gunkhole	ɡˈʌŋkhˌOl
gunky	ɡˈʌŋki
gunless	ɡˈʌnləs
gunlock	ɡˈʌnlˌɑk
gunmaker	ɡˈʌnmˌAkəɹ
gunman	ɡˈʌnmən
gunmetal	ɡˈʌnmˌɛɾᵊl
gunna	ɡˈʌnə
gunned	ɡˈʌnd
gunnel	ɡˈʌnᵊl
gunner	ɡˈʌnəɹ
gunnera	ɡˈʌnəɹə
gunnery	ɡˈʌnəɹi
gunning	ɡˈʌnɪŋ
gunny	ɡˈʌni
gunplay	ɡˈʌnplˌA
gunpoint	ɡˈʌnpˌYnt
gunpowder	ɡˈʌnpˌWdəɹ
gunroom	ɡˈʌnɹˌum
gunrunner	ɡˈʌnɹˌʌnəɹ
gunrunning	ɡˈʌnɹˌʌnɪŋ
gunsel	ɡˈʌnsᵊl
gunship	ɡˈʌnʃˌɪp
gunshot	ɡˈʌnʃˌɑt
gunsight	ɡˈʌnsˌIt
gunslinger	ɡˈʌnslˌɪŋəɹ
gunslinging	ɡˈʌnslˌɪŋɪŋ
gunsmith	ɡˈʌnsmˌɪθ
gunstock	ɡˈʌnstˌɑk
gunter	ɡˈʌntəɹ
gunwale	ɡˈʌnᵊl
guppie	ɡˈʌpi
guppy	ɡˈʌpi
gurdwara	ɡˌɜɹdwˈɑɹə
gurgle	ɡˈɜɹɡᵊl
gurgling	ɡˈɜɹɡᵊlɪŋ
gurn	ɡˈɜɹn
gurnard	ɡˈɜɹnəɹd
gurney	ɡˈɜɹni
gurry	ɡˈɜɹi
guru	ɡˈʊɹˌu
gurudwara	ɡˌʊɹudwˈɑɹə
gush	ɡˈʌʃ
gusher	ɡˈʌʃəɹ
gushier	ɡˈʌʃiəɹ
gushiest	ɡˈʌʃiᵻst
gushily	ɡˈʌʃəli
gushiness	ɡˈʌʃinɪs
gushing	ɡˈʌʃɪŋ
gushingly	ɡˈʌʃɪŋli
gushy	ɡˈʌʃi
gusset	ɡˈʌsət
gussy	ɡˈʌsi
gust	ɡˈʌst
gustation	ɡəstˈAʃən
gustative	ɡˈʌstəɾɪv
gustatory	ɡˈʌstətˌɔɹi
gustier	ɡˈʌstiəɹ
gustiest	ɡˈʌstiᵻst
gustily	ɡˈʌstəli
gustiness	ɡˈʌstinɪs
gustnado	ɡəstnˈAdO
gusto	ɡˈʌstO
gusty	ɡˈʌsti
gut	ɡˈʌt
gut-wrenching	ɡˈʌtɹˌɛnʧɪŋ
gutbucket	ɡˈʌtbˌʌkət
gutful	ɡˈʌtfəl
gutless	ɡˈʌtləs
gutlessly	ɡˈʌtləsli
gutlessness	ɡˈʌtləsnəs
gutsier	ɡˈʌtsiəɹ
gutsiest	ɡˈʌtsiᵻst
gutsily	ɡˈʌtsəli
gutsiness	ɡˈʌtsinɪs
gutsy	ɡˈʌtsi
gutta-percha	ɡˌʌɾəpˈɜɹʧə
guttate	ɡˈʌɾˌAt
guttation	ɡətˈAʃən
gutted	ɡˈʌɾᵻd
gutter	ɡˈʌɾəɹ
guttering	ɡˈʌɾəɹɪŋ
guttersnipe	ɡˈʌɾəɹsnˌIp
gutting	ɡˈʌɾɪŋ
guttural	ɡˈʌɾəɹəl
gutturalize	ɡˈʌɾəɹəlˌIz
gutturally	ɡˈʌɾəɹəli
gutty	ɡˈʌɾi
guv	ɡˈʌv
guv'nor	ɡˈʌvnəɹ
guy	ɡˈI
guyliner	ɡˈIlˌInəɹ
guyot	ɡiˈO
guzzle	ɡˈʌzᵊl
guzzler	ɡˈʌzᵊləɹ
gwan	ɡwˈæn
gybe	ʤˈIb
gym	ʤˈɪm
gymkhana	ʤɪmkˈɑnə
gymnasia	ʤɪmnˈAziə
gymnasial	ʤɪmnˈAziəl
gymnasium	ʤɪmnˈAziəm
gymnasiums	ʤɪmnˈAziəmz
gymnast	ʤˈɪmnˌæst
gymnastic	ʤɪmnˈæstɪk
gymnastically	ʤɪmnˈæstəkᵊli
gymnastics	ʤɪmnˈæstɪks
gymnosophist	ʤɪmnˈɑsəfɪst
gymnosophy	ʤɪmnˈɑsəfi
gymnosperm	ʤˈɪmnəspˌɜɹm
gymnospermous	ʤˌɪmnəspˈɜɹməs
gymnure	ʤˈɪmnjˌʊɹ
gynaecological	ɡˌInəkəlˈɑʤəkᵊl
gynaecologist	ɡˌInəkˈɑləʤɪst
gynaecology	ɡˌInəkˈɑləʤi
gynandromorph	ʤɪnˈændɹəmˌɔɹf
gynandromorphic	ʤɪnˌændɹəmˈɔɹfɪk
gynandrous	ʤɪnˈændɹəs
gynarchy	ɡˈInɑɹki
gynecocracy	ɡˌInəkˈɑkɹəsi
gynecoid	ʤˈɪnɪkYd
gynecologic	ɡˌInəkəlˈɑʤək
gynecological	ɡˌInəkəlˈɑʤəkᵊl
gynecologically	ɡˌInəkəlˈɑʤəkᵊli
gynecologist	ɡˌInəkˈɑləʤɪst
gynecology	ɡˌInəkˈɑləʤi
gynecomastia	ɡˌInəkOmˈæstiə
gynecophobia	ɡˌInəkOfˈObiə
gynocentric	ɡˌInOsˈɛntɹɪk
gynoecia	ɡInˈiʃiə
gynoecium	ʤɪnˈiʃiəm
gynophobia	ɡˌInəfˈObiə
gynophobic	ˌækɹəfˈObɪk
gyoza	ɡjˈOzə
gyp	ʤˈɪp
gyppo	ʤˈɪpO
gypsiferous	ʤɪpsˈɪfəɹəs
gypsophila	ʤɪpsˈɑfələ
gypsum	ʤˈɪpsəm
gypsy	ʤˈɪpsi
gyral	ʤˈIɹəl
gyrate	ʤˈIɹˌAt
gyration	ʤIɹˈAʃən
gyrator	ʤˈIɹˌAɾəɹ
gyratory	ʤˈIɹətˌɔɹi
gyre	ʤˈIəɹ
gyrfalcon	ʤˈɜɹfˌælkən
gyri	ʤˈIɹˌI
gyro	ʤˈIɹO
gyrocompass	ʤˈIɹOkˌʌmpəs
gyrocopter	ʤˈIɹəkˌɑptəɹ
gyromagnetic	ʤˌIɹOmæɡnˈɛɾɪk
gyron	ʤˈIɹən
gyronny	ʤIɹˈɑni
gyropilot	ʤˈIɹəpˌIlət
gyroplane	ʤˈIɹəplˌAn
gyroscope	ʤˈIɹəskˌOp
gyroscopic	ʤˌIɹəskˈɑpɪk
gyrostabilized	ʤˌIɹOstˈAbəlIzd
gyrostabilizer	ʤˌIɹOstˈAbəlˌIzəɹ
gyrus	ʤˈIɹəs
gyttja	jˈɪʧˌɑ
gyve	ʤˈIv
gyved	ʤˈIvd
ha	hˈɑ
ha'p'orth	hˈApəɹθ
ha'penny	hˈApᵊni
ha-ha	hˈɑhˌɑ
habanera	hˌɑbənˈɛɹə
habendum	həbˈɛndəm
haberdasher	hˈæbəɹdˌæʃəɹ
haberdashery	hˈæbəɹdˌæʃəɹi
habergeon	hˈæbəɹʤən
habile	hˈæbəl
habiliment	həbˈɪləmᵊnt
habilitate	həbˈɪlətˌAt
habilitation	həbˌɪlətˈAʃən
habit	hˈæbət
habitability	hˌæbəɾəbˈɪləɾi
habitable	hˈæbəɾəbᵊl
habitat	hˈæbətˌæt
habitation	hˌæbətˈAʃən
habitual	həbˈɪʧəwəl
habitually	həbˈɪʧəwəli
habituate	həbˈɪʧəwˌAt
habituation	həbˌɪʧəwˈAʃən
habitude	hˈæbətˌud
habitus	hˈæbəɾəs
haboob	həbˈub
hacendado	ˌɑsɛndˈɑdO
hachured	hæʃˈʊəɹd
hachures	hæʃˈʊɹz
hacienda	hˌɑsiˈɛndə
hack	hˈæk
hackable	hˈækəbəl
hackamore	hˈækəmˌɔɹ
hackathon	hˈækəθˌɑn
hackberry	hˈækbˌɛɹi
hacker	hˈækəɹ
hackerspace	hˈækəɹspˌAs
hackery	hˈækəɹi
hackette	hˌækˈɛt
hackfest	hˈækfˌɛst
hacking	hˈækɪŋ
hackle	hˈækəl
hackmatack	hˈækmətˌæk
hackney	hˈækni
hackneyed	hˈæknid
hacksaw	hˈæksˌɔ
hacktivist	hˈæktəvɪst
hacky	hˈæki
had	hæd
hadada	hˈɑdədˌɑ
hadal	hˈAdᵊl
hadda	hˈædə
haddock	hˈædək
hade	hˈAd
hadn't	hˈædᵊnt
hadron	hˈædɹˌɑn
hadronic	hædɹˈɑnɪk
hadrosaur	hˈædɹəsˌɔɹ
hadst	hˈædst
hae	hˈA
haecceity	hæksˈiəɾi
haematological	hˌiməɾəlˈɑʤəkᵊl
haematologist	hˌimətˈɑləʤɪst
haematology	hˌimətˈɑləʤi
haemoglobin	hˈiməɡlˌObən
haemophilia	hˌiməfˈɪljə
haemophiliac	hˌiməfˈɪliˌæk
haemorrhage	hˈɛməɹɪʤ
hafiz	hˈɑfəz
hafnium	hˈæfniəm
haft	hˈæft
hafted	hˈæftᵻd
hag	hˈæɡ
hagfish	hˈæɡfˌɪʃ
haggard	hˈæɡəɹd
haggardly	hˈæɡəɹdli
haggardness	hˈæɡəɹdnəs
haggis	hˈæɡəs
haggish	hˈæɡɪʃ
haggle	hˈæɡᵊl
haggler	hˈæɡᵊləɹ
hagiographer	hˌæɡiˈɑɡɹəfəɹ
hagiographic	hˌæɡiəɡɹˈæfɪk
hagiographical	hˌæɡiəɡɹˈæfəkəl
hagiography	hˌæɡiˈɑɡɹəfi
hagiolatry	hˌæɡiˈɑlətɹi
hagiological	hˌæɡiəlˈɑʤəkəl
hagiologist	hˌæɡiˈɑləʤɪst
hagiology	hˌæɡiˈɑləʤi
hagioscope	hˈæɡiəskˌOp
hagridden	hˈæɡɹˌɪdᵊn
hahnium	hˈɑniəm
haik	hˈIk
haiku	hˈIkˌu
haikus	hˈIkˌuz
hail	hˈAl
hail-fellow-well-met	hˌAlfˌɛləwˌɛlmˈɛt
hailer	hˈAləɹ
hailstone	hˈAlstˌOn
hailstorm	hˈAlstˌɔɹm
hair	hˈɛɹ
hair-raising	hˈɛɹɹˌAzɪŋ
hairball	hˈɛɹbˌɔl
hairband	hˈɛɹbˌænd
hairbreadth	hˈɛɹbɹˌɛdθ
hairbrush	hˈɛɹbɹˌʌʃ
haircloth	hˈɛɹklˌɔθ
haircut	hˈɛɹkˌʌt
hairdo	hˈɛɹdˌu
hairdresser	hˈɛɹdɹˌɛsəɹ
hairdressing	hˈɛɹdɹˌɛsɪŋ
haired	hˈɛɹd
hairier	hˈɛɹiəɹ
hairiest	hˈɛɹiᵻst
hairily	hˈɛɹəli
hairiness	hˈɛɹinəs
hairless	hˈɛɹləs
hairlike	hˈɛɹlˌIk
hairline	hˈɛɹlˌIn
hairnet	hˈɛɹnˌɛt
hairpiece	hˈɛɹpˌis
hairpin	hˈɛɹpˌɪn
hairsplitter	hˈɛɹsplˌɪɾəɹ
hairsplitting	hˈɛɹsplˌɪɾɪŋ
hairspray	hˈɛɹspɹˌA
hairspring	hˈɛɹspɹˌɪŋ
hairstreak	hˈɛɹstɹˌik
hairstyle	hˈɛɹstˌIl
hairstyling	hˈɛɹstˌIlɪŋ
hairstylist	hˈɛɹstˌIlɪst
hairweaving	hˈɛɹwˌivɪŋ
hairy	hˈɛɹi
haitch	hˈAʧ
haji	hˈɑʤi
hajis	hˈæʤiz
hajj	hˈæʤ
hakama	hˈɑkəmə
hake	hˈAk
hakim	hækˈim
halal	həlˈɑl
halala	həlˈɑlə
halation	hAlˈAʃən
halberd	hˈælbəɹd
halberdier	hˌælbəɹdˈɪɹ
halcyon	hˈælsiən
hale	hˈAl
haler	hˈɑləɹ
haleru	hˈɑləɹˌu
half	hˈæf
half-and-half	hˌæfənhˈæf
half-assed	hˌæfˈæst
half-baked	hˌæfbˈAkt
half-bottle	hˈæfbˌɑɾᵊl
half-breed	hˈæfbɹˌid
half-brother	hˈæfbɹˌʌðəɹ
half-caste	hˈæfkˌæst
half-century	hˌæfsˈɛnʧəɹi
half-cocked	hˌæfkˈɑkt
half-conscious	hˌæfkˈɑnʃəs
half-cut	hˌæfkˈʌt
half-door	hˈæfdˌɔɹ
half-dozen	hˌæfdˈʌzᵊn
half-duplex	hˌæfdˈuplˌɛks
half-hardy	hˈæfhˌɑɹdi
half-integer	hˌæfˈɪntəʤəɹ
half-integral	hˌæfˈɪntəɡɹəl
half-length	hˌæflˈɛŋθ
half-life	hˈæflˌIf
half-light	hˈæflˌIt
half-mast	hˌæfmˈæst
half-moon	hˈæfmˌun
half-move	hˈæfmˌuv
half-round	hˈæfɹˌWnd
half-see	hˌæfsˈi
half-sister	hˈæfsˌɪstəɹ
half-size	hˈæfsˌIz
half-starved	hˌæfstˈɑɹvd
half-tester	hˈæftˌɛstəɹ
half-timbered	hˌæftˈɪmbəɹd
half-track	hˈæftɹˌæk
half-truth	hˈæftɹˌuθ
half-volley	hˌæfvˈɑli
half-yearly	hˌæfjˈɪɹli
halfbeak	hˈæfbˌik
halfhearted	hˌæfhˈɑɹɾᵻd
halfheartedly	hˌæfhˈɑɹɾədli
halfheartedness	hˌæfhˈɑɹɾədnəs
halfling	hˈæflɪŋ
halfpenny	hˈApᵊni
halfpennyworth	hˌæfpˈɛniwˌɜɹθ
halfpipe	hˈæfpˌIp
halfsies	hˈæfsiz
halftime	hˈæftˌIm
halftone	hˈæftˌOn
halfway	hˌæfwˈA
halfwit	hˈæfwˌɪt
halfwitted	hˌæfwˈɪɾᵻd
halfwittedly	hˌæfwˈɪɾədli
halfwittedness	hˌæfwˈɪɾədnəs
halibut	hˈæləbət
halide	hˈælˌId
halite	hˈælˌIt
halitosis	hˌælətˈOsɪs
hall	hˈɔl
hallelujah	hˌæləlˈujə
hallmark	hˈɔlmˌɑɹk
halloo	həlˈu
hallooed	həlˈud
halloos	həlˈuz
halloumi	həlˈumi
hallow	hˈælO
hallowed	hˈælOd
halluces	hˈæljəsˌiz
hallucinant	həlˈusənənt
hallucinate	həlˈusnˌAt
hallucination	həlˌusənˈAʃən
hallucinator	həlˈusnˌAɾəɹ
hallucinatory	həlˈusənətˌɔɹi
hallucinogen	həlˈusənəʤˌɛn
hallucinogenic	həlˌusənəʤˈɛnɪk
hallux	hˈæləks
hallway	hˈɔlwˌA
hallyu	hˈɑljˌu
halo	hˈAlO
halo-halo	hˌɑlOhˈɑlO
halocarbon	hˈæləkˌɑɹbən
haloform	hˈæləfˌɔɹm
halogen	hˈæləʤᵊn
halogenated	hˈæləʤənˌAɾᵻd
halogenation	hˌæləʤənˈAʃən
halogenic	hˌæləʤˈɛnɪk
halon	hˈAlˌɑn
haloperidol	hˌælOpˈɛɹədɔl
halophile	hˈæləfˌIl
halophilic	hˈæləfˌIlɪk
halophyte	hˈæləfˌIt
halothane	hˈæləθˌAn
halotherapy	hˌælOθˈɛɹəpi
halt	hˈɔlt
halter	hˈɔltəɹ
halter-break	hˈɔltəɹbɹˌAk
haltere	hˈæltəɹ
halterneck	hˈɔltəɹnɛk
halting	hˈɔltɪŋ
haltingly	hˈɔltɪŋli
halvah	hˈɑlvɑ
halve	hˈæv
halves	hˈævz
halving	hˈævɪŋ
halvsies	hˈævsiz
halwa	hˈɑlwɑ
halyard	hˈæljəɹd
ham-and-egger	hˌæmənˈɛɡəɹ
ham-handed	hˌæmhˈændᵻd
ham-handedly	hˌæmhˈændᵻdli
ham-handedness	hˌæmhˈændᵻdnəs
hamachi	həmˈɑʧi
hamadryad	hˌæmədɹˈIəd
hamamelis	hˌæməmˈiləs
hamartia	həmˈɑɹɾiə
hamate	hˈAmAt
hambone	hˈæmbˌOn
hamburger	hˈæmbˌɜɹɡəɹ
hames	hˈAmz
hamfatter	hˈæmfˌæɾəɹ
hammed	hˈæmd
hammer	hˈæməɹ
hammerbeam	hˈæməɹbˌim
hammerer	hˈæməɹəɹ
hammerhead	hˈæməɹhˌɛd
hammering	hˈæməɹɪŋ
hammerkop	hˈæməɹkˌɑp
hammerless	hˈæməɹləs
hammerlock	hˈæməɹlˌɑk
hammertoe	hˈæməɹtˌO
hammier	hˈæmiəɹ
hammiest	hˈæmiᵻst
hammock	hˈæmək
hammy	hˈæmi
hamper	hˈæmpəɹ
hamster	hˈæmpstəɹ
hamstring	hˈæmstɹˌɪŋ
hamstrung	hˈæmstɹˌʌŋ
hamuli	hˈæmjəlˌI
hamulus	hˈæmjələs
hamza	hˈæmzə
hanami	hənˈɑmi
hanbok	hˈænbˌɑk
hand	hˈænd
hand-knit	hændnˈɪt
hand-me-down	hˈændmidˌWn
hand-reared	hˌændɹˈɪɹd
hand-to-hand	hˌændtəhˈænd
handbag	hˈændbˌæɡ
handball	hˈændbˌɔl
handbarrow	hˈændbˌɛɹO
handbasket	hˈændbˌæskət
handbell	hˈændbˌɛl
handbill	hˈændbˌɪl
handblown	hˈændblˌOn
handbook	hˈændbˌʊk
handbrake	hˈændbɹˌAk
handcar	hˈændkˌɑɹ
handcart	hˈændkˌɑɹt
handclap	hˈændklˌæp
handclasp	hˈændklæsp
handcraft	hˈændkɹˌæft
handcrafted	hˌændkɹˈæftᵻd
handcuff	hˈændkˌʌf
handcycle	hˈændsIkᵊl
handedness	hˈændᵻdnəs
handful	hˈændfˌʊl
handgrip	hˈændɡɹˌɪp
handgun	hˈændɡˌʌn
handheld	hˈændhˌɛld
handhold	hˈændhˌOld
handholding	hˈændhˌOldɪŋ
handicap	hˈændikˌæp
handicapped	hˈændikˌæpt
handicapped-accessible	hˌændikˌæptəksˈɛsəbᵊl
handicapper	hˈændikˌæpəɹ
handicapping	hˈændikˌæpɪŋ
handicraft	hˈændikɹˌæft
handicraftsman	hˈændikɹˌæftsmən
handicraftswoman	hˈændikɹæftswˌʊmən
handier	hˈændiəɹ
handily	hˈændəli
handiness	hˈændinəs
handiwork	hˈændiwˌɜɹk
handkerchief	hˈæŋkəɹʧəf
handle	hˈændəl
handleability	hˌændləbˈɪləɾi
handleable	hˈændləbəl
handlebar	hˈændᵊlbˌɑɹ
handled	hˈændəld
handler	hˈændᵊləɹ
handless	hˈændləs
handling	hˈændᵊlɪŋ
handmade	hˈændmˌAd
handmaid	hˈændmˌAd
handmaiden	hˈændmˌAdən
handoff	hˈændɔf
handout	hˈændˌWt
handover	hˈændˌOvəɹ
handphone	hˈændfOn
handpick	hˌændpˈɪk
handpicked	hˌændpˈɪkt
handprint	hˈændpɹˌɪnt
handprinted	hˈændpɹˌɪntᵻd
handrail	hˈændɹˌAl
handroll	hˈændɹOl
hands-free	hˌændzfɹˈi
hands-off	hˌændzˈɔf
hands-on	hˌændzˈɑn
handsaw	hˈændsˌɔ
handselling	hˈænsᵊlɪŋ
handset	hˈændsˌɛt
handshake	hˈændʃˌAk
handshaking	hˈændʃˌAkɪŋ
handsome	hˈænsəm
handsomely	hˈænsəmli
handsomeness	hˈænsəmnəs
handsomer	hˈænsəməɹ
handsomest	hˈænsəmᵻst
handspan	hˈændspæn
handspike	hˈændspˌIk
handspring	hˈændspɹˌɪŋ
handstand	hˈændstˌænd
handsy	hˈændzi
handwash	hˈændwˌɑʃ
handwashing	hˈændwˌɑʃɪŋ
handwork	hˈændwˌɜɹk
handworked	hˈændwˌɜɹkt
handwoven	hˈændwˌOvən
handwringing	hˈændɹˌɪŋɪŋ
handwriting	hˈændɹˌIɾɪŋ
handwritten	hˌændɹˈɪʔn
handy	hˈændi
handyman	hˈændimˌæn
hang	hˈæŋ
hang-glide	hˈæŋɡlˌId
hang-gliding	hˈæŋɡlˌIdɪŋ
hang-up	hˈæŋˌʌp
hangar	hˈæŋəɹ
hangarage	hˈæŋəɹɪʤ
hangdog	hˈæŋdˌɔɡ
hanger	hˈæŋəɹ
hanger-on	hˌæŋəɹˈɑn
hangin	hˈæŋən
hanging	hˈæŋɪŋ
hangman	hˈæŋmən
hangnail	hˈæŋnˌAl
hangout	hˈæŋˌWt
hangover	hˈæŋˌOvəɹ
hangrier	hˈæŋɡɹiəɹ
hangriest	hˈæŋɡɹiᵻst
hangry	hˈæŋɡɹi
hank	hˈæŋk
hanker	hˈæŋkəɹ
hankerer	hˈæŋkəɹəɹ
hankering	hˈæŋkəɹɪŋ
hanky	hˈæŋki
hanky-panky	hˌæŋkipˈæŋki
hansel	hˈænsᵊl
hanseled	hˈænsᵊld
hanseling	hˈænsᵊlɪŋ
hansom	hˈænsəm
hantavirus	hˈæntəvˌIɹəs
hanukkiah	hˌɑnəkˈiə
hanukkiot	hˌɑnəkˈiˌOt
hanuman	hˈænəmˌɑn
haole	hˈWli
haoma	hˈWmə
hap	hˈæp
hapa	hˈɑpə
haphazard	hˌæphˈæzəɹd
haphazardly	hˌæphˈæzəɹdli
haphazardness	hˌæphˈæzəɹdnəs
hapkido	hæpkˈidO
hapless	hˈæpləs
haplessly	hˈæpləsli
haplessness	hˈæpləsnəs
haplochromine	hˌæplOkɹˈOmIn
haplodiploid	hˌæplOdˈɪplˌYd
haplography	hæplˈɑɡɹəfi
haploid	hˈæplˌYd
haplology	hˌæplˈɑləʤi
haplont	hˈæplˌɑnt
haplontic	hæplˈɑntɪk
haplosis	hæplˈOsɪs
happed	hˈæpt
happen	hˈæpən
happening	hˈæpᵊnɪŋ
happenstance	hˈæpᵊnstˌæns
happi	hˈæpi
happier	hˈæpiəɹ
happiest	hˈæpiᵻst
happily	hˈæpəli
happiness	hˈæpinəs
happing	hˈæpɪŋ
happis	hˈæpiz
happy	hˈæpi
happy-go-lucky	hˌæpiɡˌOlˈʌki
hapten	hˈæpʔn
haptic	hˈæptɪk
haptics	hˈæptɪks
haptoglobin	hˈæptəɡlˌObən
hara-kiri	hˌɛɹəkˈɪɹi
haram	hɑɹˈɑm
harangue	həɹˈæŋ
haranguer	həɹˈæŋəɹ
harass	həɹˈæs
harassed	həɹˈæst
harasser	həɹˈæsəɹ
harassing	həɹˈæsɪŋ
harassingly	həɹˈæsɪŋli
harassment	həɹˈæsmᵊnt
harbinger	hˈɑɹbənʤəɹ
harbor	hˈɑɹbəɹ
harborer	hˈɑɹbəɹəɹ
harborless	hˈɑɹbəɹləs
harbormaster	hˈɑɹbəɹmˌæstəɹ
harborside	hˈɑɹbəɹsˌId
